TransactionID,CustomerID,Date,ProductID,Price_Customer,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,Product Name,Price_Product,StoreName,GroupStore,Type
TR25238,276,2022-08-04,P3,7500,2,15000,1,31,1,0,8.96,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR6907,298,2022-08-30,P3,7500,1,7500,1,38,1,0,8.99,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR13229,172,2022-12-27,P3,7500,3,22500,1,57,1,0,8.96,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR73084,272,2022-05-10,P3,7500,4,30000,1,60,0,0,4.05,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR58676,190,2022-01-06,P3,7500,5,37500,1,34,1,0,8.85,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR65344,54,2022-04-02,P3,7500,3,22500,1,42,0,1,9.68,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR13781,54,2022-06-07,P3,7500,6,45000,1,42,0,1,9.68,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR20253,365,2022-05-30,P3,7500,4,30000,1,28,0,1,6.05,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR53349,302,2022-03-16,P3,7500,3,22500,1,51,0,0,15.43,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR44292,1,2022-05-05,P3,7500,4,30000,1,55,1,0,5.12,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR7454,334,2022-03-13,P3,7500,4,30000,1,70,0,0,5.99,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR32105,163,2022-07-10,P3,7500,4,30000,1,47,1,0,6.3,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR71075,158,2022-05-06,P3,7500,4,30000,1,49,1,0,5.6,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR69045,33,2022-09-24,P3,7500,5,37500,1,53,0,0,17.11,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR36761,242,2022-06-14,P3,7500,1,7500,1,56,1,0,6.98,Crackers,7500,Prima Tendean,Prima,Modern Trade
TR36668,311,2022-08-17,P8,16000,3,48000,1,61,1,0,7.64,Oat,16000,Prima Tendean,Prima,Modern Trade
TR69307,23,2022-10-01,P8,16000,1,16000,1,57,1,0,12.56,Oat,16000,Prima Tendean,Prima,Modern Trade
TR12826,167,2022-10-08,P8,16000,1,16000,1,28,1,0,2.91,Oat,16000,Prima Tendean,Prima,Modern Trade
TR21036,297,2022-05-06,P8,16000,2,32000,1,41,1,0,12.13,Oat,16000,Prima Tendean,Prima,Modern Trade
TR41344,306,2022-01-15,P8,16000,2,32000,1,49,0,0,16.52,Oat,16000,Prima Tendean,Prima,Modern Trade
TR76046,16,2022-11-01,P8,16000,2,32000,1,52,0,0,11.8,Oat,16000,Prima Tendean,Prima,Modern Trade
TR42086,244,2022-11-13,P8,16000,3,48000,1,21,1,1,3.64,Oat,16000,Prima Tendean,Prima,Modern Trade
TR77033,213,2022-08-05,P8,16000,1,16000,1,24,1,1,5.72,Oat,16000,Prima Tendean,Prima,Modern Trade
TR7993,347,2022-04-20,P8,16000,1,16000,1,26,1,1,3.69,Oat,16000,Prima Tendean,Prima,Modern Trade
TR62868,231,2022-06-14,P8,16000,1,16000,1,51,1,0,16.59,Oat,16000,Prima Tendean,Prima,Modern Trade
TR66649,299,2022-01-16,P8,16000,3,48000,1,37,1,0,4.54,Oat,16000,Prima Tendean,Prima,Modern Trade
TR20902,299,2022-08-08,P8,16000,2,32000,1,37,1,0,4.54,Oat,16000,Prima Tendean,Prima,Modern Trade
TR43983,368,2022-08-26,P8,16000,1,16000,1,44,0,0,16.13,Oat,16000,Prima Tendean,Prima,Modern Trade
TR98177,92,2022-04-05,P8,16000,2,32000,1,60,0,0,10.72,Oat,16000,Prima Tendean,Prima,Modern Trade
TR79242,107,2022-04-09,P8,16000,3,48000,1,38,1,0,9.85,Oat,16000,Prima Tendean,Prima,Modern Trade
TR20041,169,2022-04-13,P8,16000,2,32000,1,34,0,0,3.97,Oat,16000,Prima Tendean,Prima,Modern Trade
TR38205,314,2022-01-25,P8,16000,3,48000,1,35,0,0,6.64,Oat,16000,Prima Tendean,Prima,Modern Trade
TR63886,369,2022-08-24,P8,16000,2,32000,1,32,0,0,10.62,Oat,16000,Prima Tendean,Prima,Modern Trade
TR71658,172,2022-11-28,P8,16000,1,16000,1,57,1,0,8.96,Oat,16000,Prima Tendean,Prima,Modern Trade
TR92445,53,2022-11-16,P8,16000,1,16000,1,32,0,0,7.36,Oat,16000,Prima Tendean,Prima,Modern Trade
TR89650,86,2022-04-13,P8,16000,3,48000,1,60,1,0,9.54,Oat,16000,Prima Tendean,Prima,Modern Trade
TR88303,109,2022-12-02,P8,16000,1,16000,1,35,1,0,10.04,Oat,16000,Prima Tendean,Prima,Modern Trade
TR27524,109,2022-01-12,P8,16000,2,32000,1,35,1,0,10.04,Oat,16000,Prima Tendean,Prima,Modern Trade
TR22148,377,2022-03-19,P8,16000,3,48000,1,53,0,1,10.39,Oat,16000,Prima Tendean,Prima,Modern Trade
TR12695,392,2022-07-13,P8,16000,2,32000,1,45,0,0,19.68,Oat,16000,Prima Tendean,Prima,Modern Trade
TR95521,389,2022-07-06,P8,16000,3,48000,1,30,1,0,3.72,Oat,16000,Prima Tendean,Prima,Modern Trade
TR87593,111,2022-02-04,P8,16000,1,16000,1,59,1,0,4.59,Oat,16000,Prima Tendean,Prima,Modern Trade
TR51183,328,2022-11-19,P5,4200,4,16800,1,36,0,0,10.53,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR48461,117,2022-04-01,P5,4200,2,8400,1,45,1,0,12.55,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR48998,224,2022-12-26,P5,4200,3,12600,1,29,0,0,3.31,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR83825,21,2022-09-03,P5,4200,2,8400,1,52,0,0,12.72,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR70098,23,2022-09-24,P5,4200,3,12600,1,57,1,0,12.56,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR3689,351,2022-08-04,P5,4200,2,8400,1,45,1,0,18.34,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR86686,403,2022-04-01,P5,4200,2,8400,1,30,0,0,4.06,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR88044,62,2022-04-01,P5,4200,5,21000,1,51,1,0,13.62,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR90924,22,2022-07-30,P5,4200,3,12600,1,34,0,1,9.91,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR73761,167,2022-01-26,P5,4200,5,21000,1,28,1,0,2.91,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR15642,264,2022-10-13,P5,4200,3,12600,1,21,1,1,1.12,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR63645,85,2022-11-27,P5,4200,3,12600,1,59,1,0,7.89,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR89399,246,2022-06-15,P5,4200,4,16800,1,40,1,1,21.81,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR63418,229,2022-05-29,P5,4200,3,12600,1,32,0,0,10.17,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR76708,347,2022-01-11,P5,4200,3,12600,1,26,1,1,3.69,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR94959,201,2022-09-02,P5,4200,2,8400,1,57,0,0,6.87,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR93002,324,2022-04-15,P5,4200,4,16800,1,36,1,0,10.59,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR88153,303,2022-01-14,P5,4200,3,12600,1,45,0,0,10.34,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR97036,130,2022-03-24,P5,4200,5,21000,1,40,0,0,9.73,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR72352,177,2022-05-16,P5,4200,4,16800,1,33,1,0,8.06,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR19364,37,2022-07-09,P5,4200,3,12600,1,51,0,0,17.11,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR54450,19,2022-11-13,P5,4200,5,21000,1,24,1,1,4.14,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR94279,119,2022-01-21,P5,4200,4,16800,1,26,1,1,5.54,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR19657,349,2022-10-23,P5,4200,4,16800,1,37,0,0,5.96,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR14148,418,2022-01-25,P5,4200,5,21000,1,45,0,1,23.84,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR24979,276,2022-01-25,P5,4200,2,8400,1,31,1,0,8.96,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR40617,369,2022-10-19,P5,4200,3,12600,1,32,0,0,10.62,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR83941,10,2022-02-09,P5,4200,3,12600,1,34,1,2,4.0,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR66478,133,2022-04-03,P5,4200,3,12600,1,47,1,0,20.81,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR44593,133,2022-09-26,P5,4200,4,16800,1,47,1,0,20.81,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR87745,245,2022-01-27,P5,4200,4,16800,1,26,1,0,4.58,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR43073,288,2022-12-12,P5,4200,2,8400,1,22,0,1,0.0,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR58702,330,2022-02-02,P5,4200,4,16800,1,61,1,0,7.0,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR20317,53,2022-07-09,P5,4200,4,16800,1,32,0,0,7.36,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR59381,53,2022-10-14,P5,4200,3,12600,1,32,0,0,7.36,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR31273,379,2022-03-30,P5,4200,3,12600,1,48,1,0,17.74,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR51955,380,2022-01-10,P5,4200,4,16800,1,40,0,0,5.77,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR92092,193,2022-09-18,P5,4200,3,12600,1,42,0,0,20.64,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR52428,146,2022-04-13,P5,4200,4,16800,1,27,0,0,3.16,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR68469,430,2022-07-28,P5,4200,5,21000,1,55,1,1,18.37,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR62366,58,2022-05-11,P5,4200,3,12600,1,27,1,0,4.43,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR93475,65,2022-02-21,P5,4200,5,21000,1,38,0,0,4.36,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR90531,402,2022-05-29,P5,4200,3,12600,1,51,0,0,17.65,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR72254,383,2022-01-05,P5,4200,3,12600,1,39,0,0,3.27,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR56328,46,2022-03-14,P5,4200,2,8400,1,36,1,0,8.31,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR32546,431,2022-07-23,P5,4200,3,12600,1,40,1,0,9.51,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR30380,409,2022-07-05,P5,4200,2,8400,1,47,0,0,28.23,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR82925,325,2022-02-07,P5,4200,3,12600,1,37,0,1,3.25,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR13638,139,2022-03-03,P5,4200,5,21000,1,38,1,0,5.17,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR81928,389,2022-03-03,P5,4200,2,8400,1,30,1,0,3.72,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR38919,389,2022-07-18,P5,4200,5,21000,1,30,1,0,3.72,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR78634,198,2022-05-07,P5,4200,2,8400,1,45,0,0,10.69,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR55592,411,2022-05-12,P5,4200,2,8400,1,19,1,1,0.0,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR92229,408,2022-01-12,P5,4200,3,12600,1,34,1,0,9.45,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR61352,441,2022-09-28,P5,4200,3,12600,1,19,0,1,2.66,Thai Tea,4200,Prima Tendean,Prima,Modern Trade
TR97172,328,2022-05-21,P1,8800,5,44000,1,36,0,0,10.53,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR98291,233,2022-03-10,P1,8800,4,35200,1,43,1,0,5.69,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR93255,67,2022-11-27,P1,8800,7,61600,1,19,0,1,0.0,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR16141,282,2022-10-20,P1,8800,4,35200,1,55,0,0,11.38,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR12572,264,2022-01-17,P1,8800,8,70400,1,21,1,1,1.12,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR36510,170,2022-11-21,P1,8800,8,70400,1,36,0,0,7.55,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR58727,121,2022-09-25,P1,8800,4,35200,1,26,0,1,2.93,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR54663,361,2022-01-15,P1,8800,8,70400,1,26,1,1,0.06,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR33854,216,2022-02-28,P1,8800,7,61600,1,30,0,0,4.82,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR71793,105,2022-05-06,P1,8800,4,35200,1,61,0,0,7.54,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR81085,83,2022-11-28,P1,8800,3,26400,1,34,1,0,10.88,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR55266,120,2022-10-04,P1,8800,4,35200,1,30,0,0,2.48,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR91828,120,2022-04-13,P1,8800,3,26400,1,30,0,0,2.48,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR78157,81,2022-08-04,P1,8800,8,70400,1,44,0,0,19.49,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR89744,413,2022-05-22,P1,8800,5,44000,1,31,0,0,8.8,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR32593,44,2022-05-30,P1,8800,2,17600,1,40,0,0,10.65,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR24434,281,2022-09-11,P1,8800,3,26400,1,35,0,0,3.03,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR85760,349,2022-09-13,P1,8800,5,44000,1,37,0,0,5.96,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR87386,247,2022-11-10,P1,8800,3,26400,1,33,1,0,8.11,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR54358,31,2022-06-29,P1,8800,2,17600,1,38,0,0,9.61,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR81324,352,2022-03-23,P1,8800,7,61600,1,69,0,1,6.15,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR86725,391,2022-05-25,P1,8800,7,61600,1,26,0,0,4.98,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR85559,377,2022-09-10,P1,8800,3,26400,1,53,0,1,10.39,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR94266,95,2022-09-05,P1,8800,9,79200,1,52,0,0,17.42,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR68603,166,2022-03-23,P1,8800,9,79200,1,33,0,0,3.33,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR52524,80,2022-07-13,P1,8800,10,88000,1,44,0,0,13.45,Choco Bar,8800,Prima Tendean,Prima,Modern Trade
TR57013,328,2022-09-15,P7,9400,6,56400,1,36,0,0,10.53,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR22391,183,2022-01-31,P7,9400,4,37600,1,27,1,1,0.18,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR92652,287,2022-12-27,P7,9400,2,18800,1,36,0,1,3.7,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR64592,233,2022-07-27,P7,9400,5,47000,1,43,1,0,5.69,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR85871,144,2022-08-04,P7,9400,6,56400,1,34,0,0,10.01,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR43497,140,2022-12-04,P7,9400,3,28200,1,54,0,0,9.57,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR842,137,2022-06-22,P7,9400,4,37600,1,34,1,0,6.36,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR17251,241,2022-05-14,P7,9400,5,47000,1,24,1,1,0.57,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR46823,269,2022-02-09,P7,9400,6,56400,1,39,1,0,6.3,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR52968,446,2022-04-21,P7,9400,6,56400,1,57,0,0,7.81,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR41376,151,2022-03-13,P7,9400,4,37600,1,42,0,0,10.38,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR29671,201,2022-03-15,P7,9400,6,56400,1,57,0,0,6.87,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR27968,286,2022-08-13,P7,9400,4,37600,1,60,0,0,6.19,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR88822,59,2022-01-15,P7,9400,3,28200,1,46,1,0,10.57,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR28042,40,2022-08-14,P7,9400,4,37600,1,19,0,1,3.48,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR40115,299,2022-03-07,P7,9400,6,56400,1,37,1,0,4.54,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR87179,177,2022-11-06,P7,9400,4,37600,1,33,1,0,8.06,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR28599,356,2022-09-10,P7,9400,3,28200,1,56,0,0,13.25,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR27786,422,2022-06-07,P7,9400,4,37600,1,21,1,1,3.88,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR58000,3,2022-12-12,P7,9400,3,28200,1,32,1,0,9.17,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR83938,205,2022-10-09,P7,9400,5,47000,1,46,0,0,3.83,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR48479,252,2022-01-27,P7,9400,2,18800,1,18,1,1,0.0,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR42648,214,2022-06-12,P7,9400,6,56400,1,52,0,0,13.14,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR19203,384,2022-02-02,P7,9400,4,37600,1,59,1,0,4.42,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR58624,445,2022-02-15,P7,9400,6,56400,1,51,0,0,14.48,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR59189,310,2022-09-05,P7,9400,2,18800,1,23,0,0,4.17,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR43355,63,2022-01-12,P7,9400,5,47000,1,58,0,0,10.78,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR52406,54,2022-12-05,P7,9400,2,18800,1,42,0,1,9.68,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR39948,383,2022-11-29,P7,9400,2,18800,1,39,0,0,3.27,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR96898,29,2022-04-06,P7,9400,2,18800,1,59,1,0,10.5,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR43199,316,2022-11-18,P7,9400,3,28200,1,45,0,0,9.49,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR54845,46,2022-03-12,P7,9400,4,37600,1,36,1,0,8.31,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR41429,100,2022-09-25,P7,9400,4,37600,1,45,1,0,6.71,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR86068,47,2022-07-20,P7,9400,6,56400,1,35,1,0,9.56,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR7808,132,2022-02-04,P7,9400,2,18800,1,41,0,0,17.69,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR27474,265,2022-01-06,P7,9400,2,18800,1,62,1,0,9.07,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR22673,315,2022-03-18,P7,9400,5,47000,1,29,1,0,4.18,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR19759,327,2022-09-25,P7,9400,2,18800,1,50,0,0,12.41,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR89937,411,2022-08-20,P7,9400,5,47000,1,19,1,1,0.0,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR39280,387,2022-06-11,P7,9400,4,37600,1,36,0,0,9.1,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade
TR16356,165,2022-01-01,P9,10000,7,70000,1,44,1,0,14.58,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR35021,282,2022-11-20,P9,10000,7,70000,1,55,0,0,11.38,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR87883,84,2022-02-04,P9,10000,2,20000,1,54,0,0,18.12,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR1869,72,2022-10-06,P9,10000,7,70000,1,26,0,1,1.81,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR62875,138,2022-08-14,P9,10000,3,30000,1,37,1,0,8.96,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR83001,105,2022-05-17,P9,10000,3,30000,1,61,0,0,7.54,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR62021,66,2022-07-03,P9,10000,6,60000,1,37,1,0,3.04,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR20992,435,2022-08-27,P9,10000,7,70000,1,29,1,0,3.61,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR15829,19,2022-02-05,P9,10000,5,50000,1,24,1,1,4.14,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR94664,320,2022-09-17,P9,10000,3,30000,1,30,0,0,3.72,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR85437,172,2022-11-18,P9,10000,2,20000,1,57,1,0,8.96,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR1203,417,2022-06-27,P9,10000,7,70000,1,47,1,0,12.75,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR36893,263,2022-07-28,P9,10000,7,70000,1,40,1,0,10.21,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR90801,226,2022-08-05,P9,10000,5,50000,1,18,0,1,0.0,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR97242,310,2022-08-04,P9,10000,3,30000,1,23,0,0,4.17,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR46777,280,2022-07-20,P9,10000,2,20000,1,60,1,0,9.57,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR82463,338,2022-02-05,P9,10000,4,40000,1,46,1,0,5.12,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR47154,128,2022-08-11,P9,10000,2,20000,1,0,1,0,6.77,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR18916,39,2022-04-07,P9,10000,7,70000,1,66,1,0,6.19,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR1540,279,2022-02-16,P9,10000,6,60000,1,62,0,0,5.35,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR21762,5,2022-05-07,P9,10000,7,70000,1,58,1,0,3.57,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR83736,273,2022-10-02,P9,10000,5,50000,1,27,1,0,3.32,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR14658,1,2022-10-21,P9,10000,5,50000,1,55,1,0,5.12,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR44671,388,2022-10-24,P9,10000,2,20000,1,44,1,0,16.12,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR54287,15,2022-08-14,P9,10000,3,30000,1,30,0,0,4.52,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR4534,207,2022-01-04,P9,10000,7,70000,1,35,1,0,10.54,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR37315,111,2022-11-08,P9,10000,4,40000,1,59,1,0,4.59,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR57004,315,2022-08-13,P9,10000,7,70000,1,29,1,0,4.18,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR4907,166,2022-10-24,P9,10000,6,60000,1,33,0,0,3.33,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR69803,77,2022-03-10,P9,10000,1,10000,1,26,0,0,4.67,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR40653,375,2022-11-17,P9,10000,4,40000,1,58,0,0,8.39,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR75644,41,2022-05-06,P9,10000,5,50000,1,51,0,0,16.42,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR80963,242,2022-07-26,P9,10000,6,60000,1,56,1,0,6.98,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR9874,348,2022-01-07,P9,10000,7,70000,1,29,1,0,4.64,Yoghurt,10000,Prima Tendean,Prima,Modern Trade
TR32902,165,2022-04-13,P2,3200,7,22400,1,44,1,0,14.58,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR39885,183,2022-10-26,P2,3200,6,19200,1,27,1,1,0.18,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR99839,123,2022-01-01,P2,3200,6,19200,1,34,0,0,4.36,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR16875,218,2022-04-02,P2,3200,5,16000,1,29,0,0,3.52,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR18620,306,2022-01-18,P2,3200,4,12800,1,49,0,0,16.52,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR5572,344,2022-01-25,P2,3200,4,12800,1,47,1,0,5.63,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR29950,354,2022-11-25,P2,3200,6,19200,1,53,1,0,16.94,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR87409,246,2022-09-11,P2,3200,3,9600,1,40,1,1,21.81,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR94853,229,2022-08-22,P2,3200,4,12800,1,32,0,0,10.17,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR23232,168,2022-11-01,P2,3200,6,19200,1,27,0,0,4.88,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR90342,342,2022-03-05,P2,3200,3,9600,1,48,1,0,13.55,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR55682,112,2022-02-10,P2,3200,3,9600,1,31,1,0,4.44,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR38268,275,2022-10-14,P2,3200,6,19200,1,41,0,0,15.33,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
TR98078,426,2022-05-20,P2,3200,5,16000,1,19,0,1,2.16,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade
